IDKey,Site,Date,Crew,EventType,Method,Equipment,TransectID,TransectBottomLat,TransectBottomLong,TransectTopLat,TransectTopLong,ObsID,Species,Count,Length,FishStatus,CaptureType,ClipType,LavageID,StomachContents,StomachContentsWeight,FishContentWeight,PITnumber,Comments
8,Deadwater Slough,11/13/2019,Jared Barker; Vasili Luzanau,Mark,Angling,Spinning Rod; Shrimp; Crappie Jig,2,45.385005,-114.059868,45.387383,-114.051423,65,Northern Pikeminnow,1,385,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,1,Northern Pikeminnow,1,385,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,2,Northern Pikeminnow,1,333,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,3,Northern Pikeminnow,1,404,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,4,Northern Pikeminnow,1,419,Live,Mark,Lower Caudal,BB13-001,MacroInvert-other/Detritus,0.6,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,5,Northern Pikeminnow,1,354,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,6,Northern Pikeminnow,1,336,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,7,Northern Pikeminnow,1,390,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,8,Northern Pikeminnow,1,486,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,9,Northern Pikeminnow,1,502,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,10,Northern Pikeminnow,1,509,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,11,Northern Pikeminnow,1,400,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,12,Northern Pikeminnow,1,362,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,13,Northern Pikeminnow,1,380,Live,Mark,Lower Caudal,BB13-002,MacroInvert-other/Detritus,0.6,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,14,Northern Pikeminnow,1,351,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,15,Northern Pikeminnow,1,540,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,16,Northern Pikeminnow,1,425,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,17,Northern Pikeminnow,1,477,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,18,Northern Pikeminnow,1,500,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,19,Northern Pikeminnow,1,446,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,20,Northern Pikeminnow,1,489,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,21,Northern Pikeminnow,1,423,Live,Mark,Lower Caudal,BB13-003,MacroInvert-other/Algae/Detritus,0.6,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,22,Northern Pikeminnow,1,514,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,23,Northern Pikeminnow,1,431,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,24,Northern Pikeminnow,1,412,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,25,Northern Pikeminnow,1,429,Live,Mark,Lower Caudal,BB13-004,MacroInvert-other/Detritus,0.1,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,26,Northern Pikeminnow,1,381,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,27,Northern Pikeminnow,1,461,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,28,Northern Pikeminnow,1,462,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,29,Northern Pikeminnow,1,419,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,30,Northern Pikeminnow,1,384,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,31,Northern Pikeminnow,1,437,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,32,Northern Pikeminnow,1,406,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,33,Northern Pikeminnow,1,454,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,34,Northern Pikeminnow,1,360,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,35,Northern Pikeminnow,1,489,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,36,Northern Pikeminnow,1,441,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,37,Northern Pikeminnow,1,544,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,38,Northern Pikeminnow,1,473,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,39,Northern Pikeminnow,1,516,Live,Mark,Lower Caudal,BB13-005,Detritus,0.3,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,40,Northern Pikeminnow,1,454,Live,Mark,Lower Caudal,,Empty,0,0,,
10,Deadwater Slough,11/13/2019,Brent Beller; Jacob Wilkins,Mark,Angling,Drift Boat; Fly Rod; Spinning Rod; Streamers; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,41,Northern Pikeminnow,1,458,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,1,Northern Pikeminnow,1,334,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,2,Northern Pikeminnow,1,363,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,3,Northern Pikeminnow,1,391,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,4,Northern Pikeminnow,1,353,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,5,Cutthroat Trout,1,425,Live,Mark,Lower Caudal,MM13-001,Cutbait with hook (not weighed),0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,6,Northern Pikeminnow,1,370,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,7,Northern Pikeminnow,1,356,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,8,Northern Pikeminnow,1,352,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,9,Northern Pikeminnow,1,376,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,10,Northern Pikeminnow,1,419,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,3,45.387383,-114.051423,45.38974,-114.046771,11,Northern Pikeminnow,1,375,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,12,Cutthroat Trout,1,349,Live,Mark,Lower Caudal,MM13-002,MacroInvert-other/Snail/Detritus,1.1,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,13,Northern Pikeminnow,1,459,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,14,Northern Pikeminnow,1,521,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,15,Northern Pikeminnow,1,436,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,16,Northern Pikeminnow,1,444,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,17,Northern Pikeminnow,1,409,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,18,Northern Pikeminnow,1,433,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,19,Northern Pikeminnow,1,469,Live,Mark,Lower Caudal,,Empty,0,0,,
11,Deadwater Slough,11/13/2019,Mitch Mumma; Bergin Parks,Mark,Angling,Spin Rod; Crappie Jigs; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,20,Northern Pikeminnow,1,380,Live,Mark,Lower Caudal,,Empty,0,0,,
12,Deadwater Slough,11/13/2019,Chelsea Welke,Mark,Angling,Spin Rod; Shrimp; Corky,1,45.382689,-114.066274,45.385005,-114.059868,1,Northern Pikeminnow,1,386,Live,Mark,Lower Caudal,,Empty,0,0,,
12,Deadwater Slough,11/13/2019,Chelsea Welke,Mark,Angling,Spin Rod; Shrimp; Corky,1,45.382689,-114.066274,45.385005,-114.059868,2,Northern Pikeminnow,1,502,Live,Mark,Lower Caudal,,Empty,0,0,,
12,Deadwater Slough,11/13/2019,Chelsea Welke,Mark,Angling,Spin Rod; Shrimp; Corky,1,45.382689,-114.066274,45.385005,-114.059868,3,Northern Pikeminnow,1,381,Live,Mark,Lower Caudal,CW13-001,MacroInvert-other/Mountain Whitefish,6.9,6.9,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,1,Northern Pikeminnow,1,481,Live,Mark,Upper Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,2,Northern Pikeminnow,1,491,Live,Mark,Upper Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,3,Northern Pikeminnow,1,500,Live,Mark,Upper Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,4,Northern Pikeminnow,1,369,Live,Mark,Upper Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,5,Northern Pikeminnow,1,451,Live,Mark,Upper Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,6,Northern Pikeminnow,1,411,Live,Mark,Upper Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,7,Northern Pikeminnow,1,423,Live,Mark,Upper Caudal,TH13-001,MacroInvert-other/Algae/Detritus,0.2,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,8,Northern Pikeminnow,1,380,Live,Mark,Upper Caudal,TH13-002,MacroInvert-other/Algae/Detritus/Fish-Unk,1.5,1.1,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,9,Bridgelip Sucker,1,361,Live,Mark,Upper Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,10,Northern Pikeminnow,1,582,Live,Mark,Upper Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,11,Northern Pikeminnow,1,446,Live,Mark,Lower Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,12,Northern Pikeminnow,1,587,Live,Mark,Lower Caudal,TH13-003,MacroInvert-other,0.2,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,13,Northern Pikeminnow,1,412,Live,Mark,Lower Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,14,Northern Pikeminnow,1,482,Live,Mark,Lower Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,15,Northern Pikeminnow,1,385,Live,Mark,Lower Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,16,Northern Pikeminnow,1,388,Live,Mark,Lower Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,17,Northern Pikeminnow,1,423,Live,Mark,Lower Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,18,Northern Pikeminnow,1,409,Live,Mark,Lower Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,19,Northern Pikeminnow,1,434,Live,Mark,Lower Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,20,Northern Pikeminnow,1,424,Live,Mark,Lower Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,21,Northern Pikeminnow,1,433,Live,Mark,Lower Caudal,,Empty,0,0,,
13,Deadwater Slough,11/13/2019,Brian Hamilton; Tucker Hamilton,Mark,Angling,Boat; Spinning Rods; Worms; Cut Bait; Shrimp,1,45.382689,-114.066274,45.385005,-114.059868,22,Northern Pikeminnow,1,486,Live,Mark,Lower Caudal,,Empty,0,0,,
14,Deadwater Slough,11/13/2019,Nick Porter,Mark,Angling,Spinning Rod; Cut Bait,1,45.382689,-114.066274,45.385005,-114.059868,1,Northern Pikeminnow,1,413,Live,Mark,Upper Caudal,,Empty,0,0,,
14,Deadwater Slough,11/13/2019,Nick Porter,Mark,Angling,Spinning Rod; Cut Bait,1,45.382689,-114.066274,45.385005,-114.059868,2,Northern Pikeminnow,1,348,Live,Mark,Upper Caudal,,Empty,0,0,,
14,Deadwater Slough,11/13/2019,Nick Porter,Mark,Angling,Spinning Rod; Cut Bait,1,45.382689,-114.066274,45.385005,-114.059868,3,Northern Pikeminnow,1,406,Live,Mark,Upper Caudal,,Empty,0,0,,
14,Deadwater Slough,11/13/2019,Nick Porter,Mark,Angling,Spinning Rod; Cut Bait,1,45.382689,-114.066274,45.385005,-114.059868,4,Northern Pikeminnow,1,442,Live,Mark,Upper Caudal,,Empty,0,0,,
14,Deadwater Slough,11/13/2019,Nick Porter,Mark,Angling,Spinning Rod; Cut Bait,1,45.382689,-114.066274,45.385005,-114.059868,5,Steelhead,1,300,Live,Mark,Upper Caudal,NP13-005,Empty,0,0,,
14,Deadwater Slough,11/13/2019,Nick Porter,Mark,Angling,Spinning Rod; Cut Bait,1,45.382689,-114.066274,45.385005,-114.059868,6,Largescale Sucker,1,511,Live,Mark,Upper Caudal,,,,,,
14,Deadwater Slough,11/13/2019,Nick Porter,Mark,Angling,Spinning Rod; Cut Bait,1,45.382689,-114.066274,45.385005,-114.059868,7,Largescale Sucker,1,435,Live,Mark,Upper Caudal,,,,,,
15,Deadwater Slough,11/14/2019,Jared Barker,Mark,Angling,Boat; Spinning Rod; Crappie Jig; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,1,Northern Pikeminnow,1,478,Live,Mark,Pelvic,,Empty,0,0,,
15,Deadwater Slough,11/14/2019,Jared Barker,Mark,Angling,Boat; Spinning Rod; Crappie Jig; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,2,Northern Pikeminnow,1,500,Live,Mark,Pelvic,,Empty,0,0,,
15,Deadwater Slough,11/14/2019,Jared Barker,Mark,Angling,Boat; Spinning Rod; Crappie Jig; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,3,Northern Pikeminnow,1,423,Live,Mark,Pelvic,,Empty,0,0,,
15,Deadwater Slough,11/14/2019,Jared Barker,Mark,Angling,Boat; Spinning Rod; Crappie Jig; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,4,Northern Pikeminnow,1,356,Live,Mark,Pelvic,,Empty,0,0,,
15,Deadwater Slough,11/14/2019,Jared Barker,Mark,Angling,Boat; Spinning Rod; Crappie Jig; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,5,Northern Pikeminnow,1,362,Live,Mark,Pelvic,,Empty,0,0,,
15,Deadwater Slough,11/14/2019,Jared Barker,Mark,Angling,Boat; Spinning Rod; Crappie Jig; Shrimp,2,45.385005,-114.059868,45.387383,-114.051423,6,Northern Pikeminnow,1,466,Live,Mark,Pelvic,,Empty,0,0,,
